year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,21,1634,14,1938,24,UA,N467UA,872,EWR,MCO,156,937,16,34
2013,1,21,1638,143,1950,146,B6,N505JB,377,LGA,FLL,171,1076,16,38
2013,1,21,1639,14,1932,-22,B6,N583JB,675,JFK,LAX,330,2475,16,39
2013,1,21,1641,71,1951,41,AA,N352AA,85,JFK,SFO,349,2586,16,41
2013,1,21,1642,-3,1907,1,9E,N8930E,4027,EWR,CVG,117,569,16,42
2013,1,21,1642,72,1937,92,MQ,N840MQ,4525,LGA,XNA,220,1147,16,42
2013,1,21,1642,2,1856,6,MQ,N719MQ,4540,LGA,DTW,94,502,16,42
2013,1,21,1642,13,2012,7,UA,N37281,1078,EWR,SAT,255,1569,16,42
2013,1,21,1643,8,1915,19,EV,N27962,3805,EWR,SAV,128,708,16,43
2013,1,21,1645,1,1923,36,EV,N16183,4411,EWR,MEM,180,946,16,45
2013,1,21,1645,10,1934,27,EV,N13550,4705,EWR,ATL,140,746,16,45
2013,1,21,1645,95,1818,83,MQ,N736MQ,4447,LGA,RDU,81,431,16,45
2013,1,21,1646,1,1859,-1,DL,N338NB,1473,LGA,MEM,166,963,16,46
2013,1,21,1648,63,1939,29,AA,N328AA,133,JFK,LAX,331,2475,16,48
2013,1,21,1649,9,1831,15,EV,N17185,4485,EWR,RDU,76,416,16,49
2013,1,21,1651,1,1831,5,UA,N804UA,464,EWR,ORD,119,719,17,51
2013,1,21,1653,13,2028,33,AA,N4WYAA,773,LGA,DFW,246,1389,17,53
2013,1,21,1656,6,1923,-13,UA,N496UA,372,EWR,LAS,302,2227,17,56
2013,1,21,1658,-2,1959,16,DL,N655DL,1499,LGA,ATL,140,762,17,58
2013,1,21,1701,-9,2023,8,AA,N3JRAA,695,JFK,AUS,242,1521,17,1
2013,1,21,1701,-4,2011,1,AA,N467AA,1905,EWR,DFW,227,1372,17,1
2013,1,21,1702,67,1831,42,B6,N197JB,917,JFK,ORD,125,740,17,2
2013,1,21,1704,-1,1831,1,MQ,N828MQ,4410,JFK,DCA,54,213,17,4
2013,1,21,1707,12,2048,13,VX,N636VA,413,JFK,LAX,352,2475,17,7
2013,1,21,1708,-7,2033,14,DL,N945DL,1585,LGA,MCO,164,950,17,8
2013,1,21,1708,3,1907,2,WN,N933WN,440,EWR,STL,148,872,17,8
2013,1,21,1708,142,2032,155,UA,N440UA,337,LGA,IAH,239,1416,17,8
2013,1,21,1708,9,1811,-11,UA,N466UA,531,EWR,BOS,42,200,17,8
2013,1,21,1709,1,2025,2,B6,N294JB,15,JFK,FLL,165,1069,17,9
2013,1,21,1709,9,1838,-1,UA,N849UA,689,LGA,ORD,125,733,17,9
2013,1,21,1711,1,2040,4,UA,N29124,1178,EWR,SFO,351,2565,17,11
2013,1,21,1712,17,2007,-8,B6,N605JB,359,JFK,BUR,339,2465,17,12
2013,1,21,1715,15,2009,14,AA,N3EMAA,257,JFK,LAS,326,2248,17,15
2013,1,21,1719,-1,2054,21,DL,N358NW,1779,LGA,FLL,189,1076,17,19
2013,1,21,1720,10,1923,11,US,N555AY,894,LGA,CLT,104,544,17,20
2013,1,21,1721,53,1835,60,EV,N16951,4588,EWR,MHT,38,209,17,21
2013,1,21,1721,76,2058,93,9E,N917XJ,3325,JFK,DFW,233,1391,17,21
2013,1,21,1721,-4,1856,1,MQ,N610MQ,4255,JFK,BNA,139,765,17,21
2013,1,21,1724,4,1912,-3,AA,N3CUAA,1351,JFK,ORD,126,740,17,24
2013,1,21,1724,-1,2035,12,UA,N48127,1134,EWR,IAH,224,1400,17,24
2013,1,21,1726,-4,1928,5,US,N662AW,449,EWR,CLT,96,529,17,26
2013,1,21,1726,1,2034,-16,UA,N557UA,512,JFK,SFO,348,2586,17,26
2013,1,21,1727,0,2052,14,UA,N461UA,738,EWR,SEA,347,2402,17,27
2013,1,21,1730,0,2040,17,UA,N39297,1637,EWR,TPA,160,997,17,30
2013,1,21,1731,81,1852,80,9E,N8932C,3689,JFK,PHL,30,94,17,31
2013,1,21,1732,2,1939,3,EV,N15985,4382,EWR,DTW,92,488,17,32
2013,1,21,1732,29,1842,32,EV,N13968,4373,EWR,DCA,48,199,17,32
2013,1,21,1734,5,1920,18,EV,N29917,4480,EWR,PIT,69,319,17,34
2013,1,21,1736,6,1908,13,WN,N703SW,216,EWR,MDW,119,711,17,36
2013,1,21,1738,113,1847,104,9E,N829AY,3635,JFK,BWI,47,184,17,38
2013,1,21,1738,4,1838,-16,B6,N653JB,74,JFK,BTV,42,266,17,38
2013,1,21,1739,-6,2047,5,B6,N784JB,547,EWR,PBI,159,1023,17,39
2013,1,21,1739,-6,2022,2,MQ,N730MQ,4413,LGA,XNA,202,1147,17,39
2013,1,21,1743,173,2006,201,EV,N26545,4381,EWR,DTW,91,488,17,43
2013,1,21,1748,-7,2113,4,B6,N554JB,989,JFK,FLL,166,1069,17,48
2013,1,21,1749,-6,2109,16,B6,N633JB,391,LGA,MCO,176,950,17,49
2013,1,21,1750,65,2044,39,AA,N339AA,181,JFK,LAX,335,2475,18,50
2013,1,21,1755,-5,2015,9,US,N657AW,373,JFK,CLT,99,541,18,55
2013,1,21,1756,6,2057,-5,UA,N16701,1228,EWR,SAN,337,2425,18,56
2013,1,21,1757,-3,2108,10,B6,N768JB,9,JFK,MCO,165,944,18,57
2013,1,21,1757,52,2108,53,UA,N14731,1259,LGA,IAH,234,1416,18,57
2013,1,21,1800,35,2018,45,EV,N26549,4323,EWR,CVG,113,569,18,0
2013,1,21,1800,-5,1945,10,WN,N286WN,389,LGA,MDW,125,725,18,0
2013,1,21,1802,-8,1956,11,MQ,N722MQ,4484,LGA,BNA,149,764,18,2
2013,1,21,1804,4,2051,8,DL,N665DN,1047,LGA,ATL,131,762,18,4
2013,1,21,1805,20,2124,29,AA,N3FXAA,785,LGA,DFW,224,1389,18,5
2013,1,21,1808,-7,2055,5,DL,N302DQ,926,EWR,ATL,125,746,18,8
2013,1,21,1808,-2,2123,3,UA,N36444,1292,EWR,FLL,169,1065,18,8
2013,1,21,1816,1,1920,-19,UA,N24212,1703,EWR,BOS,42,200,18,16
2013,1,21,1818,20,1953,17,UA,N36207,1139,EWR,ORD,116,719,18,18
2013,1,21,1824,-6,2206,1,AA,N3AYAA,269,JFK,SEA,371,2422,18,24
2013,1,21,1825,10,2028,-4,EV,N716EV,5054,EWR,MSP,151,1008,18,25
2013,1,21,1827,19,2031,42,UA,N13750,1053,EWR,CLE,100,404,18,27
2013,1,21,1831,-4,2138,10,B6,N645JB,527,EWR,MCO,161,937,18,31
2013,1,21,1831,1,2038,-10,UA,N524UA,612,EWR,DEN,225,1605,18,31
2013,1,21,1832,17,2153,23,AS,N402AS,7,EWR,SEA,350,2402,18,32
2013,1,21,1835,68,2153,64,UA,N77530,1593,EWR,PDX,351,2434,18,35
2013,1,21,1838,63,2020,55,WN,N759GS,408,LGA,BNA,139,764,18,38
2013,1,21,1840,32,2131,25,UA,N14230,1269,EWR,PBI,147,1023,18,40
2013,1,21,1841,16,1943,8,US,N752US,1860,LGA,PHL,48,96,18,41
2013,1,21,1842,73,2148,59,AA,N383AA,543,JFK,MIA,165,1089,18,42
2013,1,21,1842,37,2026,31,MQ,N527MQ,4626,LGA,CMH,86,479,18,42
2013,1,21,1842,12,2030,15,MQ,N542MQ,4674,LGA,CLE,82,419,18,42
2013,1,21,1844,14,2154,6,UA,N76519,1165,EWR,LAX,341,2454,18,44
2013,1,21,1848,-8,2216,12,UA,N423UA,891,LGA,IAH,247,1416,18,48
2013,1,21,1850,110,2126,96,AA,N5DYAA,575,JFK,EGE,255,1747,19,50
2013,1,21,1851,-9,2034,22,US,N956UW,2140,LGA,BOS,76,184,19,51
2013,1,21,1853,8,2107,17,EV,N12567,4227,EWR,GRR,104,605,19,53
2013,1,21,1856,-4,2046,13,EV,N14542,5683,EWR,BNA,149,748,19,56
2013,1,21,1856,81,2029,67,B6,N296JB,1111,JFK,RDU,78,427,19,56
2013,1,21,1900,10,2211,-1,DL,N398DA,2159,JFK,MCO,162,944,19,0
2013,1,21,1900,60,2132,77,EV,N12163,4397,EWR,MCI,185,1092,19,0
2013,1,21,1900,41,2015,43,EV,N12552,4520,EWR,PWM,50,284,19,0
2013,1,21,1901,111,2101,122,EV,N15574,4202,EWR,STL,162,872,19,1
2013,1,21,1901,-4,2114,1,EV,N24128,4543,EWR,DSM,168,1017,19,1
2013,1,21,1905,19,2026,7,B6,N266JB,130,JFK,BUF,63,301,19,5
2013,1,21,1905,20,2058,28,MQ,N739MQ,4517,LGA,CRW,89,444,19,5
2013,1,21,1905,55,2218,28,UA,N481UA,594,EWR,PHX,288,2133,19,5
2013,1,21,1906,1,2222,-13,UA,N76522,1054,EWR,SFO,351,2565,19,6
2013,1,21,1907,8,2222,-3,B6,N659JB,171,JFK,SMF,352,2521,19,7
2013,1,21,1908,3,2156,-29,AA,N323AA,21,JFK,LAX,329,2475,19,8
2013,1,21,1911,-4,2216,4,B6,N562JB,155,JFK,MCO,163,944,19,11
2013,1,21,1913,13,2140,-6,DL,N697DL,947,LGA,ATL,134,762,19,13
2013,1,21,1914,19,2330,45,VX,N627VA,29,JFK,SFO,354,2586,19,14
2013,1,21,1915,-10,2238,3,DL,N360NB,2370,LGA,PBI,170,1035,19,15
2013,1,21,1917,13,2035,9,EV,N14904,4131,EWR,RIC,57,277,19,17
2013,1,21,1917,17,2146,12,FL,N932AT,645,LGA,ATL,134,762,19,17
2013,1,21,1921,1,2258,-17,DL,N37700,1345,JFK,PHX,303,2153,19,21
2013,1,21,1924,-5,2217,16,EV,N11187,4333,EWR,TUL,206,1215,19,24
2013,1,21,1926,6,2105,-16,9E,N916XJ,3373,JFK,RDU,72,427,19,26
2013,1,21,1927,125,2042,118,EV,N14952,4300,EWR,RIC,57,277,19,27
2013,1,21,1927,17,2251,20,B6,N658JB,87,JFK,SLC,294,1990,19,27
2013,1,21,1928,-2,2301,14,DL,N302NB,1854,LGA,FLL,189,1076,19,28
2013,1,21,1933,29,2123,14,EV,N13979,4437,EWR,CLT,94,529,19,33
2013,1,21,1935,0,2303,30,UA,N13716,1416,EWR,IAH,241,1400,19,35
2013,1,21,1936,-4,2249,9,AA,N3GEAA,1787,JFK,TPA,173,1005,19,36
2013,1,21,1937,27,2118,23,MQ,N725MQ,4569,LGA,RDU,85,431,19,37
2013,1,21,1940,55,2241,64,9E,N604LR,3369,JFK,MSY,206,1182,19,40
2013,1,21,1949,-11,2118,4,US,N959UW,2142,LGA,BOS,35,184,19,49
2013,1,21,1950,-9,2200,16,MQ,N856MQ,4423,JFK,RDU,82,427,20,50
2013,1,21,1953,3,2323,-12,B6,N636JB,645,JFK,SFO,353,2586,20,53
2013,1,21,1955,-5,2224,16,EV,N17560,3822,EWR,TYS,123,631,20,55
2013,1,21,1957,-8,2209,5,EV,N12564,4133,EWR,GSP,109,594,20,57
2013,1,21,1957,102,2237,120,9E,N915XJ,3424,JFK,DTW,94,509,20,57
2013,1,21,1957,-3,2345,40,B6,N637JB,21,JFK,TPA,178,1005,20,57
2013,1,21,2000,25,2256,36,EV,N12167,4204,EWR,OKC,210,1325,20,0
2013,1,21,2003,3,2234,47,9E,N905XJ,3320,JFK,BUF,62,301,20,3
2013,1,21,2004,4,2304,-14,UA,N480UA,890,EWR,MIA,163,1085,20,4
2013,1,21,2010,5,2143,10,EV,N13914,4224,EWR,MKE,121,725,20,10
2013,1,21,2011,6,2307,-4,UA,N807UA,754,EWR,TPA,155,997,20,11
2013,1,21,2013,-12,2344,15,UA,N517UA,771,JFK,LAX,340,2475,20,13
2013,1,21,2014,14,2311,47,9E,N903XJ,3439,JFK,CVG,116,589,20,14
2013,1,21,2015,47,2224,55,EV,N24103,4532,EWR,CHS,109,628,20,15
2013,1,21,2023,-7,17,27,B6,N346JB,1069,JFK,AUS,252,1521,20,23
2013,1,21,2023,23,2349,37,B6,N516JB,801,JFK,FLL,167,1069,20,23
2013,1,21,2025,10,2340,NULL,AA,N3JDAA,1762,JFK,BOS,NULL,187,20,25
2013,1,21,2030,120,2210,86,EV,N615QX,5203,EWR,DTW,82,488,20,30
2013,1,21,2030,35,2326,16,AA,N3FGAA,1709,LGA,MIA,157,1096,20,30
2013,1,21,2031,31,2215,32,DL,N316NB,402,JFK,BOS,51,187,20,31
2013,1,21,2031,1,2205,-1,FL,N922AT,354,LGA,CAK,73,397,20,31
2013,1,21,2034,34,8,39,VX,N640VA,415,JFK,LAX,346,2475,20,34
2013,1,21,2035,35,2143,26,US,N763US,2189,LGA,DCA,46,214,20,35
2013,1,21,2037,67,2221,66,EV,N22971,3274,LGA,CLE,77,419,20,37
2013,1,21,2039,-1,17,32,B6,N231JB,629,JFK,HOU,231,1428,20,39
2013,1,21,2042,-4,2330,12,EV,N11565,4645,EWR,JAX,145,820,20,42
2013,1,21,2045,25,2313,28,MQ,N539MQ,4662,LGA,ATL,130,762,20,45
2013,1,21,2045,16,2334,-3,UA,N14704,1225,EWR,PBI,151,1023,20,45
2013,1,21,2046,108,2234,99,EV,N750EV,5038,LGA,BHM,149,866,20,46
2013,1,21,2046,181,17,177,AA,N344AA,177,JFK,SFO,345,2586,20,46
2013,1,21,2046,6,16,17,B6,N591JB,165,JFK,PDX,347,2454,20,46
2013,1,21,2047,92,2302,85,EV,N12201,4085,EWR,OMA,179,1134,20,47
2013,1,21,2049,-11,2231,11,MQ,N509MQ,3744,EWR,ORD,112,719,20,49
2013,1,21,2050,64,2310,76,EV,N13994,4536,EWR,CVG,112,569,21,50
2013,1,21,2051,6,2203,-22,AA,N553AA,371,LGA,ORD,117,733,21,51
2013,1,21,2053,13,19,22,B6,N643JB,677,JFK,LAX,343,2475,21,53
2013,1,21,2054,69,2211,66,EV,N14993,4108,EWR,IAD,53,212,21,54
2013,1,21,2055,-3,2238,31,B6,N564JB,1020,JFK,BOS,61,187,21,55
2013,1,21,2056,-4,40,9,DL,N711ZX,2363,JFK,LAX,343,2475,21,56
2013,1,21,2057,72,4,83,9E,N923XJ,3314,JFK,JAX,136,828,21,57
2013,1,21,2057,-3,2244,9,MQ,N711MQ,4507,LGA,RDU,77,431,21,57
2013,1,21,2058,-2,2227,2,WN,N422WN,530,LGA,MDW,123,725,21,58
2013,1,21,2059,-1,2301,11,MQ,N500MQ,4584,LGA,CLT,98,544,21,59
2013,1,21,2101,16,10,60,B6,N190JB,115,JFK,MSY,208,1182,21,1
2013,1,21,2102,33,2305,32,EV,N17185,4348,EWR,MSP,154,1008,21,2
2013,1,21,2103,3,2227,15,EV,N13968,4119,EWR,RIC,59,277,21,3
2013,1,21,2103,18,2257,41,9E,N932XJ,3395,JFK,DCA,51,213,21,3
2013,1,21,2103,-7,10,15,B6,N580JB,529,EWR,MCO,161,937,21,3
2013,1,21,2103,274,12,281,B6,N565JB,369,LGA,PBI,160,1035,21,3
2013,1,21,2115,40,2215,33,EV,N13955,4695,EWR,MHT,37,209,21,15
2013,1,21,2120,100,16,87,B6,N521JB,381,LGA,FLL,158,1076,21,20
2013,1,21,2122,-3,2303,23,MQ,N828MQ,4449,JFK,DCA,55,213,21,22
2013,1,21,2125,-10,107,31,B6,N706JB,11,JFK,FLL,172,1069,21,25
2013,1,21,2127,-3,17,15,B6,N537JB,97,JFK,DEN,241,1626,21,27
2013,1,21,2129,159,2339,169,AA,N559AA,2019,LGA,STL,157,888,21,29
2013,1,21,2132,-3,103,39,B6,N570JB,43,JFK,MCO,167,944,21,32
2013,1,21,2136,11,2307,17,MQ,N1EAMQ,4660,LGA,BNA,128,764,21,36
2013,1,21,2137,12,2302,28,UA,N73251,1066,EWR,BOS,64,200,21,37
2013,1,21,2139,-15,54,4,B6,N705JB,515,EWR,FLL,168,1065,21,39
2013,1,21,2140,0,2330,24,B6,N307JB,104,JFK,BUF,65,301,21,40
2013,1,21,2143,98,42,104,UA,N402UA,647,EWR,MCO,159,937,21,43
2013,1,21,2144,104,2308,89,UA,N442UA,695,LGA,ORD,116,733,21,44
2013,1,21,2147,12,112,22,AA,N319AA,185,JFK,LAX,339,2475,21,47
2013,1,21,2148,63,2311,77,B6,N351JB,1178,EWR,BOS,66,200,21,48
2013,1,21,2151,51,49,60,B6,N508JB,399,LGA,MCO,156,950,22,51
2013,1,21,2159,52,46,84,EV,N13989,3819,EWR,SDF,131,642,22,59
2013,1,21,2202,3,2313,-2,EV,N14972,4162,EWR,BTV,46,266,22,2
2013,1,21,2209,100,2338,118,9E,N8932C,3609,JFK,PHL,29,94,22,9
2013,1,21,2230,150,2321,140,EV,N26545,4309,EWR,ALB,30,143,22,30
2013,1,21,2237,38,2338,32,EV,N22909,4322,EWR,PWM,46,284,22,37
2013,1,21,2238,68,140,75,B6,N556JB,383,LGA,FLL,169,1076,22,38
2013,1,21,2241,72,2343,72,EV,N14573,4088,EWR,DCA,45,199,22,41
2013,1,21,2304,14,13,19,B6,N526JB,1018,JFK,BOS,35,187,23,4
2013,1,21,2309,20,36,39,B6,N239JB,22,JFK,SYR,49,209,23,9
2013,1,21,2326,36,46,39,B6,N316JB,30,JFK,ROC,56,264,23,26
2013,1,21,2336,46,45,46,B6,N267JB,608,JFK,PWM,40,273,23,36
2013,1,22,5,6,452,8,B6,N659JB,739,JFK,PSE,205,1617,0,5
2013,1,22,553,-7,911,5,B6,N606JB,125,JFK,FLL,173,1069,6,53
2013,1,22,555,-5,923,11,B6,N638JB,135,JFK,RSW,188,1074,6,55
2013,1,22,556,-4,716,1,EV,N828AS,5716,JFK,IAD,52,228,6,56
2013,1,22,557,-4,729,4,EV,N15574,4252,EWR,MKE,121,725,6,57
2013,1,22,558,-2,846,9,DL,N688DL,461,LGA,ATL,132,762,6,58
2013,1,22,559,-1,836,21,FL,N980AT,345,LGA,ATL,130,762,6,59
2013,1,22,559,-1,917,18,B6,N519JB,507,EWR,FLL,168,1065,6,59
2013,1,22,601,1,912,8,B6,N746JB,371,LGA,FLL,171,1076,6,1
2013,1,22,603,-7,911,9,B6,N554JB,145,JFK,PBI,165,1028,6,3
2013,1,22,612,-3,831,11,US,N708UW,1791,JFK,CLT,104,541,6,12
2013,1,22,613,-2,844,2,DL,N365NB,575,EWR,ATL,126,746,6,13
2013,1,22,614,-1,857,2,9E,N153PQ,3856,JFK,ATL,132,760,6,14
2013,1,22,614,4,735,0,WN,N231WN,3839,EWR,MDW,120,711,6,14
2013,1,22,614,14,735,5,WN,N8302F,3223,LGA,MDW,120,725,6,14
2013,1,22,616,16,939,74,MQ,N508MQ,4650,LGA,ATL,128,762,6,16
2013,1,22,619,19,732,8,EV,N13913,6055,LGA,IAD,51,229,6,19
2013,1,22,624,-6,849,19,MQ,N544MQ,4576,LGA,CLT,106,544,6,24
2013,1,22,625,15,928,18,AA,N5EFAA,1895,EWR,MIA,162,1085,6,25
2013,1,22,625,-10,951,17,B6,N536JB,983,LGA,TPA,173,1010,6,25
2013,1,22,629,-1,901,18,US,N183UW,1433,LGA,CLT,106,544,6,29
2013,1,22,630,0,903,21,EV,N16963,4150,EWR,CVG,116,569,6,30
2013,1,22,630,0,809,9,EV,N11164,4560,EWR,PIT,68,319,6,30
2013,1,22,631,-3,835,13,EV,N10156,4334,EWR,CMH,93,463,6,31
2013,1,22,631,-3,852,3,EV,N11194,4471,EWR,CLT,114,529,6,31
2013,1,22,635,1,945,10,UA,N539UA,772,EWR,MIA,167,1085,6,35
2013,1,22,645,0,859,13,US,N566UW,926,EWR,CLT,102,529,6,45
2013,1,22,649,-6,1011,44,B6,N703JB,117,JFK,MSY,197,1182,6,49
2013,1,22,655,16,958,1,UA,N445UA,251,EWR,AUS,222,1504,7,55
2013,1,22,656,-4,1024,5,DL,N910DE,2003,LGA,MIA,169,1096,7,56
2013,1,22,656,-4,809,2,US,N737US,2163,LGA,DCA,47,214,7,56
2013,1,22,656,-9,951,11,MQ,N719MQ,4534,LGA,XNA,207,1147,7,56
2013,1,22,659,-6,957,24,EV,N14117,4583,EWR,MSY,216,1167,7,59
2013,1,22,701,1,836,0,UA,N73276,1162,EWR,ORD,119,719,7,1
2013,1,22,702,-3,1021,6,WN,N276WN,3483,EWR,HOU,227,1411,7,2
2013,1,22,703,-2,1013,11,B6,N571JB,389,LGA,MCO,161,950,7,3
2013,1,22,703,5,952,35,UA,N77261,1609,EWR,DEN,245,1605,7,3
2013,1,22,705,5,1029,14,AA,N3BVAA,2279,LGA,MIA,170,1096,7,5
2013,1,22,705,0,1033,12,B6,N805JB,981,JFK,FLL,179,1069,7,5
2013,1,22,716,16,848,9,UA,N427UA,457,LGA,ORD,119,733,7,16
2013,1,22,719,-12,1047,2,B6,N641JB,1601,LGA,RSW,188,1080,7,19
2013,1,22,720,15,1018,18,UA,N441UA,235,EWR,MCO,155,937,7,20
2013,1,22,721,1,1025,2,UA,N78501,1724,EWR,PBI,163,1023,7,21
2013,1,22,724,24,950,30,EV,N14162,4172,EWR,SDF,121,642,7,24
2013,1,22,724,4,918,33,FL,N947AT,850,LGA,MKE,123,738,7,24
2013,1,22,726,1,1105,30,AS,N548AS,11,EWR,SEA,362,2402,7,26
2013,1,22,730,15,1053,26,UA,N34282,1299,EWR,RSW,189,1068,7,30
2013,1,22,753,-7,921,4,US,N741UW,2165,LGA,DCA,54,214,8,53
2013,1,22,755,-5,1139,15,DL,N352NW,2143,JFK,MIA,172,1089,8,55
2013,1,22,756,-3,1048,9,DL,N674DL,2047,LGA,ATL,139,762,8,56
2013,1,22,759,9,1004,24,9E,N8932C,3611,JFK,PIT,74,340,8,59
2013,1,22,759,-1,1142,2,WN,N962WN,1558,EWR,PHX,310,2133,8,59
2013,1,22,802,2,1147,25,DL,N947DL,1271,JFK,FLL,168,1069,8,2
2013,1,22,802,2,1105,11,B6,N632JB,517,EWR,MCO,162,937,8,2
2013,1,22,802,-8,956,1,MQ,N832MQ,4406,JFK,RDU,87,427,8,2
2013,1,22,803,0,1042,17,EV,N21144,4530,EWR,OMA,195,1134,8,3
2013,1,22,803,4,1028,3,UA,N576UA,429,LGA,DEN,234,1620,8,3
2013,1,22,804,-6,1119,3,DL,N937DL,1959,JFK,MCO,162,944,8,4
2013,1,22,805,-5,1055,11,FL,N960AT,346,LGA,ATL,129,762,8,5
2013,1,22,806,-9,1132,1,DL,N304DQ,1167,JFK,TPA,173,1005,8,6
2013,1,22,806,-4,1028,21,EV,N13964,4537,EWR,MEM,169,946,8,6
2013,1,22,808,-7,1013,3,MQ,N734MQ,4490,LGA,CMH,90,479,8,8
2013,1,22,810,5,914,-1,EV,N14972,4693,EWR,MHT,41,209,8,10
2013,1,22,811,-6,1148,21,DL,N367NW,1109,LGA,TPA,177,1010,8,11
2013,1,22,813,53,1017,57,EV,N29917,4246,EWR,DTW,91,488,8,13
2013,1,22,813,6,1017,7,B6,N266JB,219,JFK,CLT,104,541,8,13
2013,1,22,814,-1,1126,8,DL,N399DA,1429,JFK,LAS,317,2248,8,14
2013,1,22,816,11,1134,21,B6,N621JB,17,JFK,FLL,175,1069,8,16
2013,1,22,816,-3,1319,12,B6,N595JB,717,JFK,SJU,210,1598,8,16
2013,1,22,817,-3,941,2,9E,N8525B,4051,JFK,BWI,40,184,8,17
2013,1,22,817,-3,1004,9,MQ,N3AEMQ,4655,LGA,BNA,130,764,8,17
2013,1,22,819,-1,1003,5,9E,N901XJ,3317,JFK,BUF,64,301,8,19
2013,1,22,819,9,921,-3,B6,N304JB,1172,EWR,BOS,40,200,8,19
2013,1,22,820,10,1107,25,DL,N359NB,269,JFK,ATL,130,760,8,20
2013,1,22,822,-5,1156,16,DL,N377NW,2395,LGA,PBI,174,1035,8,22
2013,1,22,822,-6,1120,15,B6,N267JB,611,JFK,JAX,145,828,8,22
2013,1,22,822,-3,1036,10,US,N657AW,487,JFK,CLT,105,541,8,22
2013,1,22,825,-5,1046,23,9E,N8736A,4220,JFK,RDU,90,427,8,25
2013,1,22,826,-3,1156,11,UA,N37437,1601,EWR,FLL,164,1065,8,26
2013,1,22,827,17,950,25,AA,N3DYAA,1838,JFK,BOS,39,187,8,27
2013,1,22,827,52,1202,75,B6,N623JB,341,JFK,SRQ,171,1041,8,27
2013,1,22,828,-2,1111,5,F9,N203FR,835,LGA,DEN,239,1620,8,28
2013,1,22,829,14,1022,24,9E,N910XJ,3521,JFK,ORD,131,740,8,29
2013,1,22,831,1,950,0,WN,N434WN,369,EWR,MDW,121,711,8,31
2013,1,22,831,-9,1039,9,MQ,N739MQ,4521,LGA,RDU,83,431,8,31
2013,1,22,832,-3,1118,13,MQ,N500MQ,4610,LGA,ATL,126,762,8,32
2013,1,22,834,-6,1005,2,9E,N905XJ,3422,JFK,BOS,37,187,8,34
2013,1,22,834,-1,1221,6,UA,N12238,1480,EWR,SFO,356,2565,8,34
2013,1,22,836,11,1158,21,B6,N594JB,181,JFK,SAN,336,2446,8,36
2013,1,22,837,8,946,-9,EV,N14568,3259,EWR,PWM,50,284,8,37
2013,1,22,837,-8,1352,2,AA,N5ETAA,1357,JFK,SJU,209,1598,8,37
2013,1,22,837,-8,1059,2,US,N722US,1429,LGA,CLT,104,544,8,37
2013,1,22,837,7,1153,-1,UA,N14115,112,JFK,LAX,330,2475,8,37
2013,1,22,839,-1,1223,19,B6,N535JB,553,EWR,RSW,188,1068,8,39
2013,1,22,842,43,1118,68,EV,N13124,4380,EWR,MSP,162,1008,8,42
2013,1,22,849,-10,1148,3,DL,N690DL,1747,LGA,ATL,127,762,8,49
2013,1,22,849,-1,1047,12,MQ,N713MQ,4558,LGA,CLE,78,419,8,49
2013,1,22,850,-5,1222,5,B6,N317JB,1061,JFK,AUS,235,1521,9,50
2013,1,22,852,2,1131,18,EV,N14177,4125,EWR,XNA,190,1131,9,52
2013,1,22,853,-5,1144,26,EV,N24103,4364,EWR,MCI,190,1092,9,53
2013,1,22,854,11,1149,34,EV,N14573,4107,EWR,JAX,146,820,9,54
2013,1,22,854,-3,1217,8,UA,N424UA,714,EWR,MIA,172,1085,9,54
2013,1,22,855,-5,1225,26,B6,N789JB,59,JFK,TPA,169,1005,9,55
2013,1,22,855,-5,1217,1,UA,N77518,1405,LGA,IAH,225,1416,9,55
2013,1,22,856,-4,1212,12,UA,N452UA,430,EWR,TPA,160,997,9,56
2013,1,22,857,-8,1123,8,MQ,N711MQ,4478,LGA,DTW,97,502,9,57
2013,1,22,858,13,1048,42,EV,N10575,4112,EWR,RIC,59,277,9,58
2013,1,22,859,-1,1230,26,DL,N321NB,1885,LGA,MCO,158,950,9,59
2013,1,22,859,-6,1024,1,B6,N239JB,56,JFK,BTV,51,266,9,59
2013,1,22,902,-6,1134,14,EV,N11565,4638,EWR,CVG,116,569,9,2
2013,1,22,903,-2,1239,13,DL,N355NB,2379,LGA,FLL,165,1076,9,3
2013,1,22,903,3,1101,22,UA,N490UA,544,LGA,ORD,123,733,9,3
2013,1,22,904,4,1215,-5,AA,N320AA,1,JFK,LAX,330,2475,9,4
2013,1,22,904,-1,1034,5,B6,N216JB,20,JFK,ROC,56,264,9,4
2013,1,22,904,-4,1413,4,UA,N39728,1519,EWR,STT,212,1634,9,4
2013,1,22,906,37,1113,61,EV,N13914,3815,EWR,GSO,84,445,9,6
2013,1,22,907,1,1229,13,UA,N474UA,634,EWR,PBI,173,1023,9,7
2013,1,22,909,14,1125,24,EV,N14173,4500,EWR,DTW,99,488,9,9
2013,1,22,910,-10,1140,15,MQ,N539MQ,4582,LGA,CLT,97,544,9,10
2013,1,22,912,50,1127,68,EV,N13988,4691,EWR,DAY,97,533,9,12
2013,1,22,915,0,1237,12,B6,N593JB,25,JFK,FLL,171,1069,9,15
2013,1,22,917,22,1135,31,9E,N929XJ,3353,JFK,DTW,102,509,9,17
